lem,index,token,stem,pos,counts
feminism,3167,feminism,femin,NN,33
royalty,10589,royalty,royalti,NN,33
coach,927,coach,coach,NN,33
clone,5101,clone,clone,NN,33
jail,4338,jail,jail,NN,33
mexican,3344,mexican,mexican,JJ,33
mistaken,658,mistaken,mistaken,NN,33
western,2024,western,western,JJ,33
pornography,9623,pornography,pornographi,NN,33
prejudice,8183,prejudices,prejudic,NN,33
louisiana,2389,louisiana,louisiana,NN,33
tape,967,tape,tape,NN,33
therapist,3963,therapist,therapist,NN,33
player,1334,player,player,NN,33
boxing,3485,boxing,box,NN,33
riot,11968,riot,riot,NN,33
afghanistan,894,afghanistan,afghanistan,NN,33
elderly,1532,elderly,elderli,RB,33
madness,349,madness,mad,NN,32
cinematic,4414,cinematic,cinemat,JJ,32
real,2673,real,real,JJ,32
wild,2118,wild,wild,NN,32
mob,3636,mob,mob,NN,32
unemployment,2374,unemployment,unemploy,NN,32
scandal,4082,scandal,scandal,NN,32
eat,1288,eaten,eaten,VB,32
thailand,2558,thailand,thailand,NN,32
astronaut,506,astronaut,astronaut,NN,32
knight,2455,knight,knight,NN,32
inspire,3877,inspired,inspir,VB,32
deal,1930,dealing,deal,VB,32
virginity,10015,virginity,virgin,NN,32
struggle,801,struggle,struggl,NN,32
robber,879,robber,robber,NN,32
superhuman,4712,superhuman,superhuman,NN,32
republic,4516,republic,republ,NN,32
adolescence,5234,adolescence,adolesc,NN,32
broken,2796,broken,broken,NN,31
accidental,2303,accidental,accident,NN,31
crocodile,2180,crocodile,crocodil,NN,31
research,8664,research,research,NN,31
tourist,2564,tourists,tourist,NN,31
protest,2150,protest,protest,NN,31
abusive,6008,abusive,abus,JJ,31
elevator,3362,elevator,elev,NN,31
empire,10222,empire,empir,NN,31
drinking,5833,drinking,drink,NN,31
false,117,false,fals,JJ,31
demonic,2963,demonic,demon,JJ,31
excon,385,excon,excon,NN,31
fan,8339,fan,fan,NN,31
samurai,21236,samurai,samurai,NN,31
runaway,208,runaway,runaway,NN,31
make,3483,making,make,VB,31
become,23640,becoming,becom,VB,31
land,813,land,land,NN,31
michigan,6875,michigan,michigan,NN,31
kong,11175,kong,kong,NN,31
metal,1126,metal,metal,NN,31
wound,19937,wound,wound,NN,31
hiphop,2667,hiphop,hiphop,NN,31
patient,6581,patient,patient,NN,31
airport,73,airport,airport,NN,31
jazz,62,jazz,jazz,NN,31
occult,1387,occult,occult,NN,31
master,11339,master,master,NN,31
global,5013,global,global,JJ,31
oregon,1673,oregon,oregon,NN,31
magazine,5469,magazine,magazin,NN,31
plant,7398,plant,plant,NN,31
lifeform,1888,lifeform,lifeform,NN,30
rifle,1682,rifle,rifl,NN,30
photography,24103,photography,photographi,NN,30
loop,468,loop,loop,NN,30
shot,1962,shot,shot,NN,30
soviet,14772,soviet,soviet,JJ,30
medieval,5545,medieval,mediev,NN,30
wizard,4711,wizard,wizard,NN,30
minister,12830,minister,minist,NN,30
greece,3749,greece,greec,NN,30
egypt,14964,egypt,egypt,NN,30
suburb,6118,suburb,suburb,NN,30
subway,4447,subway,subway,NN,30
wish,6723,wish,wish,NN,30
corporation,1734,corporation,corpor,NN,30
mansion,47,mansion,mansion,NN,30
convict,1846,convict,convict,NN,30
rehabilitation,1196,rehabilitation,rehabilit,NN,30
year,1167,year,year,NN,30
android,8689,android,android,NN,30
manhattan,20365,manhattan,manhattan,NN,30
boston,380,boston,boston,NN,30
spin,1571,spin,spin,NN,30
cruelty,19262,cruelty,cruelti,NN,30
daily,13798,daily,daili,JJ,30
tour,3899,tour,tour,NN,29
grave,6398,grave,grave,NN,29
monkey,4586,monkey,monkey,NN,29
boxer,389,boxer,boxer,NN,29
babysitter,677,babysitter,babysitt,NN,29
mobster,14931,mobster,mobster,NN,29
insanity,11925,insanity,insan,NN,29
terror,5938,terror,terror,NN,29
coma,3194,coma,coma,NN,29
ring,7666,ring,ring,NN,29
actress,1420,actress,actress,NN,29
maid,11337,maid,maid,NN,29
hell,7597,hell,hell,NN,29
assault,10036,assault,assault,NN,29
community,3005,community,commun,NN,29
performance,2669,performance,perform,NN,29
manager,8569,manager,manag,NN,29
warrior,1013,warrior,warrior,NN,29
coverup,8253,coverup,coverup,NN,29
wrestling,3445,wrestling,wrestl,NN,29
case,3500,case,case,NN,29
ninja,639,ninja,ninja,NN,29
animate,6845,animated,anim,VB,29
cartel,5268,cartel,cartel,NN,28
hidden,402,hidden,hidden,NN,28
brutal,1686,brutal,brutal,NN,28
earth,3770,earth,earth,NN,28
grieve,1116,grieving,griev,VB,28
diary,4207,diary,diari,JJ,28
strong,18103,strong,strong,JJ,28
heroin,1191,heroin,heroin,NN,28
eve,2108,eve,eve,NN,28
blindness,14231,blindness,blind,NN,28
office,9326,office,offic,NN,28
exwife,1603,exwife,exwif,NN,28
arm,84,arms,arm,NN,28
garden,1222,garden,garden,NN,28
cooking,2086,cooking,cook,NN,28
inheritance,5229,inheritance,inherit,NN,28
activist,488,activist,activist,NN,28
bodyguard,6676,bodyguard,bodyguard,NN,28
market,17558,market,market,NN,28
empowerment,18100,empowerment,empower,NN,28
angel,27196,angel,angel,NN,28
hoodlum,71278,hoodlum,hoodlum,NN,28
hood,11583,hood,hood,NN,28
elf,127,elves,elv,NN,28
hong,11174,hong,hong,NN,28
captive,13861,captive,captiv,NN,28
submarine,3328,submarine,submarin,NN,28
troubled,3441,troubled,troubl,JJ,28
ransom,448,ransom,ransom,NN,28
diamond,14205,diamond,diamond,NN,27
stage,7462,stage,stage,NN,27
theatre,2352,theatre,theatr,NN,27
fraternity,9177,fraternity,fratern,NN,27
surgery,8540,surgery,surgeri,NN,27
stone,6830,stone,stone,NN,27
nun,4024,nun,nun,NN,27
jersey,10339,jersey,jersey,NN,27
unlikely,16560,unlikely,unlik,JJ,27
abduction,57,abduction,abduct,NN,27
modern,12739,modern,modern,JJ,27
folklore,124,folklore,folklor,NN,27
olympic,10126,olympic,olymp,NN,27
psychologist,2865,psychologist,psychologist,NN,27
chaos,19857,chaos,chao,NN,27
model,5665,modeling,model,VB,27
literature,7815,literature,literatur,NN,27
proposal,934,proposal,propos,NN,27
virginia,6060,virginia,virginia,NN,27
interrogation,9484,interrogation,interrog,NN,27
brooklyn,1833,brooklyn,brooklyn,NN,27
prom,1165,prom,prom,NN,27
birth,1115,birth,birth,NN,27
overweight,38346,overweight,overweight,NN,27
disguise,410,disguise,disguis,NN,27
uncle,4605,uncle,uncl,NN,27
madrid,1431,madrid,madrid,NN,27
rain,4480,rain,rain,NN,27
investigator,3237,investigator,investig,NN,26
turkey,10155,turkey,turkey,NN,26
royal,886,royal,royal,NN,26
roman,6547,roman,roman,NN,26
mad,10889,mad,mad,NN,26
injury,3220,injury,injuri,NN,26
foster,547,foster,foster,NN,26
upper,11755,upper,upper,JJ,26
shipwreck,8259,shipwreck,shipwreck,NN,26
card,19186,card,card,NN,26
computergenerated,4608,computergenerated,computergener,VB,26
immortality,234,immortality,immort,NN,26
suspicion,1494,suspicion,suspicion,NN,26
imagery,4609,imagery,imageri,NN,26
poetry,14885,poetry,poetri,NN,26
exgirlfriend,27310,exgirlfriend,exgirlfriend,NN,26
wealth,5311,wealth,wealth,NN,26
activism,477,activism,activ,NN,26
gothic,348,gothic,gothic,JJ,26
wartime,4777,wartime,wartim,NN,26
monk,644,monk,monk,NN,26
shotgun,1554,shotgun,shotgun,NN,26
courtroom,491,courtroom,courtroom,NN,26
health,4233,health,health,NN,26
wave,24594,wave,wave,NN,26
judge,5875,judge,judg,NN,26
photograph,345,photograph,photograph,NN,26
poison,9151,poison,poison,NN,26
anger,9280,anger,anger,NN,26
sadistic,14292,sadistic,sadist,JJ,26
hurricane,1689,hurricane,hurrican,NN,25
chance,2193,chance,chanc,NN,25
sadness,19674,sadness,sad,NN,25
underdog,8667,underdog,underdog,NN,25
pokemon,4814,pokemon,pokemon,NN,25
english,670,english,english,JJ,25
fishing,5992,fishing,fish,NN,25
crude,26094,crude,crude,NN,25
oil,26130,oil,oil,NN,25
mutation,764,mutation,mutat,NN,25
humiliation,33941,humiliation,humili,NN,25
take,12259,take,take,VB,25
bride,12556,bride,bride,NN,25
attraction,14691,attractions,attract,NN,25
natural,312,natural,natur,JJ,25
capitalism,17601,capitalism,capit,NN,25
portrait,7177,portrait,portrait,NN,25
emperor,7793,emperor,emperor,NN,25
gunfight,9752,gunfight,gunfight,NN,25
cultural,2623,cultural,cultur,JJ,25
misfit,15523,misfit,misfit,NN,25
leader,840,leader,leader,NN,25
diner,5709,diner,diner,NN,25
skate,838,skating,skate,VB,25
experimental,3700,experimental,experiment,NN,25
basement,4488,basement,basement,NN,25
volcano,7896,volcano,volcano,NN,25
tiger,11658,tiger,tiger,NN,25
producer,20607,producer,produc,NN,25
foreign,16655,foreign,foreign,JJ,25
espionage,86,espionage,espionag,NN,25
shoah,9505,shoah,shoah,NN,25
slice,696,slice,slice,NN,25
factory,2366,factory,factori,NN,25
kung,22205,kung,kung,NN,25
drunk,8087,drunk,drunk,NN,25
sorcery,25762,sorcery,sorceri,NN,24
lion,1012,lion,lion,NN,24
sight,14481,sighting,sight,VB,24
shower,4047,shower,shower,NN,24
laboratory,11689,laboratory,laboratori,NN,24
joseon,2684,joseon,joseon,NN,24
tournament,14037,tournament,tournament,NN,24
philosophy,519,philosophy,philosophi,NN,24
fate,60168,fate,fate,NN,24
climate,2102,climate,climat,NN,24
farmer,2724,farmer,farmer,NN,24
financial,8089,financial,financi,JJ,24
foot,2636,foot,foot,NN,24
surreal,2452,surreal,surreal,NN,24
cemetery,5336,cemetery,cemeteri,NN,24
salesman,26112,salesman,salesman,NN,24
employee,1903,employee,employe,NN,24
narration,2060,narration,narrat,NN,24
tension,434,tension,tension,NN,24
midlife,12005,midlife,midlif,NN,24
puberty,22856,puberty,puberti,NN,24
test,6081,test,test,NN,24
medicine,17878,medicine,medicin,NN,24
wine,7032,wine,wine,NN,24
brain,2384,brain,brain,NN,24
viking,4934,viking,vike,VB,24
alaska,6043,alaska,alaska,NN,24
tunnel,6720,tunnel,tunnel,NN,24
zealand,6360,zealand,zealand,NN,24
lovesickness,80166,lovesickness,lovesick,NN,23
abroad,5206,abroad,abroad,RB,23
personal,1905,personal,person,JJ,23
truth,1616,truth,truth,NN,23
schizophrenia,2085,schizophrenia,schizophrenia,NN,23
lighthouse,5286,lighthouse,lighthous,NN,23
chainsaw,1030,chainsaw,chainsaw,NN,23
redemption,4610,redemption,redempt,NN,23
nazism,4773,nazism,nazism,NN,23
cheerleader,13867,cheerleader,cheerlead,NN,23
van,2373,van,van,NN,23
archaeologist,2834,archaeologist,archaeologist,NN,23
personality,4734,personality,person,NN,23
nanny,3631,nanny,nanni,NN,23
muslim,10329,muslim,muslim,NN,23
mine,814,mine,mine,NN,23
architect,169,architect,architect,NN,23
ufo,966,ufo,ufo,NN,23
passion,18065,passion,passion,NN,23
mermaid,2354,mermaid,mermaid,NN,23
asian,2446,asian,asian,JJ,23
rebel,15985,rebel,rebel,NN,23
voyeur,7285,voyeur,voyeur,NN,23
alive,27145,alive,aliv,JJ,23
beating,902,beating,beat,NN,23
delinquent,1581,delinquent,delinqu,NN,23
indian,5337,indian,indian,JJ,23
impaired,1133,impaired,impair,JJ,23
designer,9393,designer,design,NN,23
plot,100,plot,plot,NN,23
dinner,432,dinner,dinner,NN,23
violent,15009,violent,violent,NN,23
stranger,12580,stranger,stranger,NN,23
popularity,33643,popularity,popular,NN,23
grow,2772,growing,grow,VB,23
interkorean,3337,interkorean,interkorean,NN,23
great,6203,great,great,JJ,23
elite,11243,elite,elit,NN,23
good,552,good,good,JJ,23
gift,8000,gift,gift,NN,23
afterlife,7618,afterlife,afterlif,NN,23
fugitive,3156,fugitive,fugit,JJ,23
advertising,21999,advertising,advertis,NN,23
bicycle,542,bicycle,bicycl,NN,23
flood,4506,flood,flood,NN,23
inspector,24740,inspector,inspector,NN,23
pizza,6408,pizza,pizza,NN,23
sorority,13969,sorority,soror,NN,23
trailer,20388,trailer,trailer,NN,23
tradition,8123,tradition,tradit,NN,23
lady,1533,lady,ladi,NN,23
cuba,7657,cuba,cuba,NN,23
darkness,15068,darkness,dark,NN,23
piano,14816,piano,piano,NN,23
audition,8837,audition,audit,NN,23
strength,4713,strength,strength,NN,22
genocide,8388,genocide,genocid,NN,22
greed,14425,greed,greed,NN,22
outback,4068,outback,outback,NN,22
pot,9475,pot,pot,NN,22
gender,2620,gender,gender,NN,22
zoo,3426,zoo,zoo,NN,22
netherlands,4537,netherlands,netherland,NN,22
theory,1247,theory,theori,NN,22
engagement,20744,engagement,engag,NN,22
hockey,22337,hockey,hockey,NN,22
hitchhiker,17683,hitchhiker,hitchhik,NN,22
chief,996,chief,chief,NN,22
hijack,14368,hijacking,hijack,VB,22
rid,541,riding,ride,VB,22
beer,27303,beer,beer,NN,22
dirty,26942,dirty,dirti,NN,22
chat,2511,chat,chat,NN,22
transgender,2610,transgender,transgend,NN,22
telephone,974,telephone,telephon,NN,22
slum,8889,slum,slum,NN,22
hack,8485,hacking,hack,VB,22
trainer,18884,trainer,trainer,NN,22
greek,8722,greek,greek,NN,22
eye,1843,eye,eye,NN,22
arrange,3397,arranged,arrang,VB,22
confession,1585,confession,confess,NN,22
institution,8430,institution,institut,NN,22
regime,7671,regime,regim,NN,22
insurance,11325,insurance,insur,NN,22
big,4635,big,big,JJ,22
exploitation,35695,exploitation,exploit,NN,22
detroit,6874,detroit,detroit,NN,22
timeline,104,timeline,timelin,NN,22
talent,8568,talent,talent,NN,22
catholicism,5485,catholicism,catholic,NN,22
jewish,2871,jewish,jewish,NN,22
unrequited,698,unrequited,unrequit,JJ,22
vomit,473,vomiting,vomit,VB,22
retirement,4182,retirement,retir,NN,21
agency,2845,agency,agenc,NN,21
bite,40824,bite,bite,NN,21
feud,33810,feud,feud,NN,21
slave,10834,slave,slave,NN,21
surf,9415,surfing,surf,VB,21
chef,17412,chef,chef,NN,21
propaganda,4081,propaganda,propaganda,NN,21
write,3272,writing,write,VB,21
presidential,400,presidential,presidenti,JJ,21
prank,406,prank,prank,NN,21
blue,1331,blues,blue,NN,21
satanic,679,satanic,satan,NN,21
fox,5910,fox,fox,NN,21
latinx,6216,latinx,latinx,NN,21
general,20398,general,gener,JJ,21
celebration,55232,celebration,celebr,NN,21
futuristic,9867,futuristic,futurist,JJ,21
inventor,2043,inventor,inventor,NN,21
earthquake,282,earthquake,earthquak,NN,21
resort,662,resort,resort,NN,21
bachelor,8201,bachelor,bachelor,NN,21
concentration,2868,concentration,concentr,NN,21
desire,3366,desire,desir,NN,21
imaginary,4768,imaginary,imaginari,JJ,21
rise,5166,rise,rise,NN,21
bounty,3152,bounty,bounti,NN,21
collector,1445,collector,collector,NN,21
disability,1051,disability,disabl,NN,21
turtle,3797,turtle,turtl,NN,21
hope,14731,hope,hope,NN,21
honor,119,honor,honor,NN,21
homicide,19615,homicide,homicid,NN,21
mentor,5533,mentor,mentor,NN,21
hawaii,26736,hawaii,hawaii,NN,21
drive,8764,driving,drive,VB,21
civilization,5921,civilization,civil,NN,21
sense,3105,sense,sens,NN,21
cow,2166,cow,cow,NN,21
drown,1709,drowning,drown,VB,21
hang,5843,hanging,hang,VB,21
prodigy,195,prodigy,prodigi,NN,20
undead,2701,undead,undead,NN,20
graduation,29555,graduation,graduat,NN,20
penalty,22998,penalty,penalti,NN,20
puppet,13194,puppet,puppet,NN,20
face,3957,face,face,NN,20
pet,3806,pet,pet,NN,20
psychic,2509,psychic,psychic,JJ,20
mumblecore,19114,mumblecore,mumblecor,NN,20
delusion,11870,delusion,delus,NN,20
iran,21027,iran,iran,NN,20
lego,2171,lego,lego,NN,20
fictional,12127,fictional,fiction,JJ,20
magical,3634,magical,magic,JJ,20
psychology,1070,psychology,psycholog,NN,20
contract,7527,contract,contract,NN,20
mouse,417,mouse,mous,NN,20
scam,2129,scam,scam,NN,20
dialogue,8576,dialogue,dialogu,NN,20
romania,9052,romania,romania,NN,20
housewife,1499,housewife,housewif,NN,20
enemy,4518,enemy,enemi,NN,20
stoner,1234,stoner,stoner,NN,20
pole,1141,pole,pole,NN,20
mayor,2283,mayor,mayor,NN,20
ski,14810,ski,ski,NN,20
circus,1358,circus,circu,NN,20
poet,20553,poet,poet,NN,20
chess,28924,chess,chess,NN,20
unsociability,93109,unsociability,unsoci,NN,20
professional,2533,professional,profession,JJ,20
contest,2144,contest,contest,NN,20
philadelphia,4702,philadelphia,philadelphia,NN,20
free,6571,free,free,JJ,20
colombia,5436,colombia,colombia,NN,20
excop,382,excop,excop,NN,20
spring,466,springs,spring,NN,20
prayer,16952,prayer,prayer,NN,20
abandon,8923,abandoned,abandon,VB,20
blonde,28461,blonde,blond,NN,20
assistant,1906,assistant,assist,NN,20
bridge,15224,bridge,bridg,NN,20
adaptation,11288,adaptation,adapt,NN,20
arrow,17038,arrow,arrow,NN,20
alp,7206,alps,alp,NN,20
board,3001,board,board,NN,20
alzheimers,1465,alzheimers,alzheim,NN,20
belgium,7884,belgium,belgium,NN,20
skateboard,8140,skateboarding,skateboard,VB,19
witchcraft,561,witchcraft,witchcraft,NN,19
scuba,1277,scuba,scuba,NN,19
exotic,5461,exotic,exot,JJ,19
hiv,9693,hiv,hiv,NN,19
poland,1295,poland,poland,NN,19
experience,7377,experience,experi,NN,19
hippie,3110,hippie,hippi,NN,19
steampunk,8241,steampunk,steampunk,NN,19
cousin,8174,cousin,cousin,NN,19
heavy,1125,heavy,heavi,JJ,19
system,3643,system,system,NN,19
storyline,6296,storylines,storylin,NN,19
prime,17091,prime,prime,NN,19
bisexual,14024,bisexual,bisexu,JJ,19
nation,1968,nation,nation,NN,19
vengeful,19409,vengeful,veng,NN,19
venice,4511,venice,venic,NN,19
protection,13601,protection,protect,NN,19
beautiful,60037,beautiful,beauti,NN,19
trade,25117,trade,trade,NN,19
guitar,1148,guitar,guitar,NN,19
psychiatric,4723,psychiatric,psychiatr,NN,19
movement,1980,movement,movement,NN,19
finland,13616,finland,finland,NN,19
firefighter,1240,firefighter,firefight,NN,19
grandmother,1470,grandmother,grandmoth,NN,19
warm,10416,warming,warm,VB,19
mar,2569,mars,mar,NN,19
hungary,17538,hungary,hungari,NN,19
junkie,19311,junkie,junki,NN,19
xenophobia,46101,xenophobia,xenophobia,NN,19
overdose,1190,overdose,overdos,NN,19
bombing,6867,bombing,bomb,NN,19
pain,5895,pain,pain,NN,19
america,19807,america,america,NN,19
palace,4578,palace,palac,NN,19
early,1230,early,earli,RB,19
austria,17465,austria,austria,NN,19
noir,1733,noir,noir,NN,19
dimension,2358,dimension,dimens,NN,19
amusement,3218,amusement,amus,NN,19
soul,6534,soul,soul,NN,19
orphanage,14456,orphanage,orphanag,NN,19
schoolgirl,8108,schoolgirl,schoolgirl,NN,19
bravery,20104,bravery,braveri,NN,19
lust,20474,lust,lust,NN,19
pedophile,2297,pedophile,pedophil,NN,19
pedophilia,3649,pedophilia,pedophilia,NN,19
destruction,319,destruction,destruct,NN,19
last,5258,last,last,JJ,19
door,19618,door,door,NN,19
classroom,12248,classroom,classroom,NN,19
imprisonment,5031,imprisonment,imprison,NN,19
phenomenon,6228,phenomena,phenomena,NN,19
quest,5790,quest,quest,NN,19
philippine,22548,philippines,philippin,NN,19
idol,1429,idol,idol,NN,19
manwoman,8690,manwoman,manwoman,NN,19
thanksgiving,827,thanksgiving,thanksgiv,VB,19
traitor,28536,traitor,traitor,NN,19
swamp,2392,swamp,swamp,NN,19
reboot,615,reboot,reboot,NN,19
cruise,11363,cruise,cruis,NN,19
rage,731,rage,rage,NN,19
forgiveness,20668,forgiveness,forgiv,NN,19
moral,7832,moral,moral,JJ,19
remote,391,remote,remot,NN,19
brothel,3126,brothel,brothel,NN,19
voice,2095,voices,voic,NN,18
pig,6287,pig,pig,NN,18
feature,3039,feature,featur,NN,18
prophecy,50189,prophecy,propheci,NN,18
alone,586,alone,alon,RB,18
set,2737,setting,set,VB,18
hot,6550,hot,hot,JJ,18
corporate,1900,corporate,corpor,JJ,18
strand,2069,stranded,strand,VB,18
box,11168,box,box,NN,18
bag,6349,bag,bag,NN,18
hustler,4577,hustler,hustler,NN,18
care,4234,care,care,NN,18
accuse,1863,accused,accus,VB,18
nasa,6994,nasa,nasa,NN,18
yorkshire,1223,yorkshire,yorkshir,NN,18
hard,3480,hard,hard,JJ,18
genius,459,genius,geniu,NN,18
bdsm,52,bdsm,bdsm,NN,18
mentally,5034,mentally,mental,RB,18
fast,9092,fast,fast,NN,18
warfare,4572,warfare,warfar,NN,18
genetic,8812,genetic,genet,JJ,18
bikini,45874,bikini,bikini,NN,18
ranger,1933,ranger,ranger,NN,18
victorian,196,victorian,victorian,JJ,18
expedition,10764,expedition,expedit,NN,18
hookup,21425,hookup,hookup,NN,18
exboyfriend,22735,exboyfriend,exboyfriend,NN,18
center,26365,center,center,NN,18
fiction,4553,fiction,fiction,NN,18
hate,3107,hate,hate,NN,18
safe,6678,safe,safe,JJ,18
punishment,23844,punishment,punish,NN,18
quarantine,1958,quarantine,quarantin,NN,18
slaughter,34988,slaughter,slaughter,NN,18
obsessive,8523,obsessive,obsess,JJ,18
cry,2529,crying,cri,VB,18
kaiju,5011,kaiju,kaiju,NN,18
bunker,5633,bunker,bunker,NN,18
public,1290,public,public,NN,18
lesson,4487,lessons,lesson,NN,18
tennis,19741,tennis,tenni,NN,18
economics,37168,economics,econom,NN,18
reincarnation,2444,reincarnation,reincarn,NN,18
biological,3781,biological,biolog,JJ,18
womanizer,6703,womanizer,woman,NN,18
